age,workclass,education,education_num,marital_status,occupation,sex,capital_gain,capital_loss,hours_per_week,native_country,discretized_gross_income,workclass_sc,education_sc,marital_status_sc,occupation_sc
47,Private,Some-college,10,Divorced,Adm-clerical,Female,0,0,60,United-States,<=50K,Private,Some-college,Divorced,Adm-clerical
58,Local-gov,9th,5,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,<=50K,Gov,School,Married,Service
55,Private,11th,7,Widowed,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,School,Widowed,Adm-clerical
52,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,55,United-States,<=50K,Private,Some-college,Married,Service
29,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Professional
42,Private,Masters,14,Never-married,Prof-specialty,Female,0,0,40,United-States,<=50K,Private,Masters,Never-married,Professional
23,Private,HS-grad,9,Divorced,Craft-repair,Male,0,0,60,United-States,<=50K,Private,HS-grad,Divorced,Service
23,Private,12th,8,Never-married,Other-service,Female,0,0,30,United-States,<=50K,Private,School,Never-married,Service
46,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Male,0,0,60,United-States,<=50K,Self-employed,Assoc-voc,Married,Manager
30,Private,Some-college,10,Never-married,Machine-op-inspct,Male,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Service
43,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Female,0,1887,70,United-States,>50K,Self-employed,Bachelors,Married,Professional
25,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,30,United-States,<=50K,Private,Some-college,Never-married,Adm-clerical
32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,80,United-States,>50K,Private,HS-grad,Married,Service
56,Private,9th,5,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,<=50K,Private,School,Married,Service
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,43,United-States,<=50K,Private,HS-grad,Married,Service
19,State-gov,Some-college,10,Never-married,Adm-clerical,Male,0,0,10,United-States,<=50K,Gov,Some-college,Never-married,Adm-clerical
20,Private,Some-college,10,Never-married,Sales,Female,0,0,18,United-States,<=50K,Private,Some-college,Never-married,Sales
34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Adm-clerical
34,Private,9th,5,Divorced,Other-service,Female,0,0,40,United-States,<=50K,Private,School,Divorced,Service
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Self-employed,HS-grad,Married,Service
55,Private,9th,5,Married-civ-spouse,Tech-support,Female,0,0,23,United-States,<=50K,Private,School,Married,Service
31,Private,Some-college,10,Never-married,Sales,Male,0,0,45,United-States,<=50K,Private,Some-college,Never-married,Sales
30,Private,HS-grad,9,Divorced,Other-service,Female,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Service
31,Private,HS-grad,9,Divorced,Other-service,Male,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Service
51,Private,HS-grad,9,Separated,Machine-op-inspct,Male,0,1876,40,United-States,<=50K,Private,HS-grad,Separated,Service
59,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
58,Private,HS-grad,9,Divorced,Adm-clerical,Female,0,0,36,United-States,<=50K,Private,HS-grad,Divorced,Adm-clerical
40,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Male,0,0,40,United-States,<=50K,Private,School,Married,Service
54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
25,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,1977,40,United-States,>50K,Gov,Bachelors,Married,Professional
18,Self-emp-inc,11th,7,Never-married,Farming-fishing,Male,0,0,30,United-States,<=50K,Self-employed,School,Never-married,Farming
41,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Service
57,Private,10th,6,Widowed,Other-service,Female,0,0,40,United-States,<=50K,Private,School,Widowed,Service
37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Private,HS-grad,Married,Manager
46,Private,HS-grad,9,Never-married,Other-service,Female,0,0,24,United-States,<=50K,Private,HS-grad,Never-married,Service
39,Private,HS-grad,9,Never-married,Other-service,Female,0,0,38,United-States,<=50K,Private,HS-grad,Never-married,Service
19,Private,HS-grad,9,Never-married,Craft-repair,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
41,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K,Private,Assoc-acdm,Married,Service
54,Private,HS-grad,9,Never-married,Adm-clerical,Male,0,0,41,United-States,<=50K,Private,HS-grad,Never-married,Adm-clerical
39,Private,Masters,14,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Private,Masters,Married,Manager
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K,Private,HS-grad,Married,Service
26,Private,Prof-school,15,Never-married,Prof-specialty,Female,0,0,30,United-States,<=50K,Private,Prof-school,Never-married,Professional
57,Self-emp-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,0,0,50,United-States,<=50K,Self-employed,HS-grad,Married,Adm-clerical
33,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Male,0,0,40,United-States,>50K,Gov,Some-college,Married,Service
56,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Private,Some-college,Married,Manager
60,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
22,Private,HS-grad,9,Never-married,Transport-moving,Male,0,0,70,United-States,<=50K,Private,HS-grad,Never-married,Service
58,Private,12th,8,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,<=50K,Private,School,Married,Service
48,Federal-gov,Masters,14,Married-spouse-absent,Exec-managerial,Female,10520,0,50,United-States,>50K,Gov,Masters,Married,Manager
45,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Male,7688,0,55,United-States,>50K,Gov,Masters,Married,Professional
18,Private,HS-grad,9,Never-married,Sales,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Sales
56,Private,HS-grad,9,Widowed,Other-service,Female,0,0,40,United-States,<=50K,Private,HS-grad,Widowed,Service
48,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,60,United-States,>50K,Self-employed,HS-grad,Married,Service
40,Private,Bachelors,13,Never-married,Tech-support,Female,0,2258,48,Philippines,<=50K,Private,Bachelors,Never-married,Service
38,Private,HS-grad,9,Divorced,Other-service,Male,0,0,32,United-States,<=50K,Private,HS-grad,Divorced,Service
58,Private,Some-college,10,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,Some-college,Divorced,Adm-clerical
23,Private,Some-college,10,Never-married,Exec-managerial,Male,0,0,50,United-States,<=50K,Private,Some-college,Never-married,Manager
51,Private,Bachelors,13,Divorced,Prof-specialty,Male,0,0,45,United-States,<=50K,Private,Bachelors,Divorced,Professional
44,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,0,0,70,United-States,<=50K,Private,HS-grad,Married,Farming
46,Federal-gov,Some-college,10,Divorced,Tech-support,Male,0,0,40,United-States,<=50K,Gov,Some-college,Divorced,Service
64,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,<=50K,Gov,Bachelors,Married,Adm-clerical
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,40,England,>50K,Private,Bachelors,Married,Manager
31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Adm-clerical
36,Private,Assoc-voc,11,Married-civ-spouse,Sales,Male,0,0,50,United-States,>50K,Private,Assoc-voc,Married,Sales
21,Private,HS-grad,9,Never-married,Other-service,Female,0,0,50,United-States,<=50K,Private,HS-grad,Never-married,Service
30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Service
31,Private,Assoc-voc,11,Never-married,Other-service,Female,0,0,40,United-States,<=50K,Private,Assoc-voc,Never-married,Service
54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,2051,50,United-States,<=50K,Private,HS-grad,Married,Service
59,Local-gov,9th,5,Married-civ-spouse,Other-service,Male,0,0,40,United-States,<=50K,Gov,School,Married,Service
28,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Female,0,0,20,United-States,>50K,Gov,Masters,Married,Professional
57,Private,HS-grad,9,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Adm-clerical
44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,45,United-States,<=50K,Private,HS-grad,Married,Service
53,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Male,0,0,60,United-States,<=50K,Self-employed,Some-college,Divorced,Manager
58,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,0,60,United-States,>50K,Self-employed,Some-college,Married,Manager
19,Private,Some-college,10,Never-married,Other-service,Female,0,0,20,United-States,<=50K,Private,Some-college,Never-married,Service
39,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Male,0,0,50,United-States,>50K,Self-employed,Assoc-acdm,Married,Manager
31,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Female,0,0,70,South,<=50K,Self-employed,Some-college,Married,Manager
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
46,Local-gov,9th,5,Separated,Other-service,Female,0,0,40,United-States,<=50K,Gov,School,Separated,Service
37,Self-emp-not-inc,Masters,14,Never-married,Exec-managerial,Male,0,0,40,United-States,<=50K,Self-employed,Masters,Never-married,Manager
27,Private,Bachelors,13,Never-married,Sales,Female,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Sales
33,Private,Some-college,10,Never-married,Transport-moving,Male,0,0,55,United-States,<=50K,Private,Some-college,Never-married,Service
20,Private,Some-college,10,Never-married,Other-service,Male,0,0,16,United-States,<=50K,Private,Some-college,Never-married,Service
55,Private,HS-grad,9,Divorced,Craft-repair,Male,0,0,45,United-States,<=50K,Private,HS-grad,Divorced,Service
39,Private,Assoc-acdm,12,Never-married,Sales,Female,0,0,40,United-States,<=50K,Private,Assoc-acdm,Never-married,Sales
41,Private,HS-grad,9,Never-married,Other-service,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
30,Private,Bachelors,13,Never-married,Prof-specialty,Female,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Professional
39,Self-emp-inc,Bachelors,13,Married-spouse-absent,Sales,Male,0,0,40,United-States,<=50K,Self-employed,Bachelors,Married,Sales
28,Private,HS-grad,9,Separated,Exec-managerial,Female,0,0,50,United-States,<=50K,Private,HS-grad,Separated,Manager
25,Private,Some-college,10,Never-married,Sales,Male,0,0,24,United-States,<=50K,Private,Some-college,Never-married,Sales
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,50,United-States,<=50K,Private,HS-grad,Married,Service
51,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,60,United-States,<=50K,Private,HS-grad,Married,Service
24,Private,Bachelors,13,Never-married,Adm-clerical,Male,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Adm-clerical
70,Private,HS-grad,9,Divorced,Protective-serv,Female,0,0,32,United-States,<=50K,Private,HS-grad,Divorced,Service
23,Private,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Adm-clerical
61,Private,HS-grad,9,Widowed,Exec-managerial,Female,0,0,40,United-States,<=50K,Private,HS-grad,Widowed,Manager
45,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Male,0,0,55,United-States,>50K,Self-employed,School,Married,Manager
47,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,4064,0,60,United-States,<=50K,Private,HS-grad,Married,Service
56,Private,Some-college,10,Divorced,Other-service,Female,0,0,50,United-States,<=50K,Private,Some-college,Divorced,Service
79,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Male,20051,0,35,El-Salvador,>50K,Private,Doctorate,Married,Professional
20,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,15,United-States,<=50K,Private,Some-college,Never-married,Adm-clerical
30,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,Vietnam,<=50K,Private,HS-grad,Never-married,Service
40,Private,Bachelors,13,Married-civ-spouse,Sales,Male,0,0,40,United-States,>50K,Private,Bachelors,Married,Sales
58,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K,Private,HS-grad,Married,Service
71,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Farming-fishing,Male,0,0,2,United-States,<=50K,Self-employed,Prof-school,Married,Farming
50,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,0,0,60,United-States,>50K,Private,Prof-school,Married,Professional
29,Local-gov,Some-college,10,Never-married,Exec-managerial,Male,0,0,40,Iran,<=50K,Gov,Some-college,Never-married,Manager
33,Private,10th,6,Separated,Other-service,Female,3418,0,35,United-States,<=50K,Private,School,Separated,Service
60,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Male,0,0,40,United-States,>50K,Gov,HS-grad,Married,Service
33,Private,Assoc-acdm,12,Never-married,Adm-clerical,Male,0,0,50,United-States,<=50K,Private,Assoc-acdm,Never-married,Adm-clerical
33,Private,10th,6,Never-married,Handlers-cleaners,Male,0,0,40,United-States,<=50K,Private,School,Never-married,Service
33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Female,0,0,52,United-States,<=50K,Private,HS-grad,Married,Adm-clerical
32,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Male,0,0,45,United-States,<=50K,Gov,HS-grad,Married,Service
21,Private,Some-college,10,Never-married,Other-service,Female,0,0,9,United-States,<=50K,Private,Some-college,Never-married,Service
38,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Female,0,0,40,United-States,<=50K,Private,HS-grad,Married,Professional
38,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Female,0,0,35,United-States,>50K,Private,Some-college,Married,Adm-clerical
39,State-gov,Some-college,10,Separated,Exec-managerial,Female,0,0,30,United-States,<=50K,Gov,Some-college,Separated,Manager
17,Private,11th,7,Never-married,Sales,Female,0,0,15,United-States,<=50K,Private,School,Never-married,Sales
21,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Adm-clerical
42,Private,Some-college,10,Married-civ-spouse,Tech-support,Male,0,0,20,United-States,>50K,Private,Some-college,Married,Service
42,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Female,0,0,40,United-States,>50K,Private,HS-grad,Married,Manager
36,Private,11th,7,Divorced,Other-service,Female,0,0,40,United-States,<=50K,Private,School,Divorced,Service
32,Private,Some-college,10,Divorced,Exec-managerial,Female,0,0,50,United-States,>50K,Private,Some-college,Divorced,Manager
37,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K,Self-employed,Bachelors,Married,Professional
28,Private,Bachelors,13,Never-married,Sales,Male,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Sales
37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,Assoc-voc,Married,Service
50,Private,HS-grad,9,Separated,Prof-specialty,Female,0,0,60,Puerto-Rico,<=50K,Private,HS-grad,Separated,Professional
49,Private,11th,7,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,School,Married,Service
40,Private,Masters,14,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Private,Masters,Married,Manager
40,Private,Some-college,10,Married-civ-spouse,Other-service,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Service
49,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Service
35,Federal-gov,Masters,14,Never-married,Exec-managerial,Male,8614,0,40,United-States,>50K,Gov,Masters,Never-married,Manager
33,Local-gov,HS-grad,9,Divorced,Protective-serv,Male,0,0,40,United-States,<=50K,Gov,HS-grad,Divorced,Service
24,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
41,Private,Masters,14,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,Masters,Never-married,Adm-clerical
43,Private,Some-college,10,Married-civ-spouse,Tech-support,Male,0,0,40,Jamaica,>50K,Private,Some-college,Married,Service
36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,0,1902,60,United-States,>50K,Self-employed,HS-grad,Married,Farming
84,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Male,0,0,20,United-States,<=50K,Self-employed,Bachelors,Married,Farming
23,Private,HS-grad,9,Never-married,Sales,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Sales
41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,50,United-States,>50K,Private,Bachelors,Married,Professional
55,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,1977,45,United-States,>50K,Self-employed,HS-grad,Married,Manager
30,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Male,0,0,45,United-States,<=50K,Self-employed,Some-college,Never-married,Service
46,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Male,0,0,40,India,<=50K,Private,Assoc-acdm,Married,Adm-clerical
55,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,1902,40,United-States,>50K,Private,Some-college,Married,Manager
34,Private,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Adm-clerical
54,Self-emp-not-inc,Masters,14,Divorced,Sales,Male,0,0,60,United-States,<=50K,Self-employed,Masters,Divorced,Sales
27,Private,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Adm-clerical
52,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Female,0,0,40,United-States,>50K,Gov,Masters,Married,Professional
36,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Female,99999,0,40,United-States,>50K,Private,Some-college,Married,Adm-clerical
25,Self-emp-not-inc,HS-grad,9,Never-married,Prof-specialty,Male,0,0,40,United-States,<=50K,Self-employed,HS-grad,Never-married,Professional
52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,55,United-States,>50K,Private,Bachelors,Married,Manager
24,Private,HS-grad,9,Divorced,Exec-managerial,Female,0,0,50,United-States,<=50K,Private,HS-grad,Divorced,Manager
36,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Adm-clerical
31,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
90,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,10566,0,50,United-States,<=50K,Self-employed,Bachelors,Married,Professional
67,Private,Masters,14,Married-civ-spouse,Prof-specialty,Male,20051,0,60,United-States,>50K,Private,Masters,Married,Professional
22,Self-emp-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Male,2580,0,40,United-States,<=50K,Self-employed,School,Married,Service
47,Private,Some-college,10,Divorced,Adm-clerical,Female,0,0,35,United-States,<=50K,Private,Some-college,Divorced,Adm-clerical
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,1887,55,United-States,>50K,Private,Bachelors,Married,Manager
55,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Male,0,0,50,United-States,<=50K,Self-employed,School,Married,Farming
32,Private,HS-grad,9,Never-married,Handlers-cleaners,Female,0,0,35,United-States,<=50K,Private,HS-grad,Never-married,Service
48,Private,Some-college,10,Separated,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,Some-college,Separated,Adm-clerical
21,Private,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,35,United-States,<=50K,Private,HS-grad,Married,Sales
33,Private,Assoc-acdm,12,Married-spouse-absent,Prof-specialty,Female,0,0,40,United-States,<=50K,Private,Assoc-acdm,Married,Professional
47,Private,Assoc-voc,11,Never-married,Prof-specialty,Female,0,0,40,United-States,<=50K,Private,Assoc-voc,Never-married,Professional
18,Private,11th,7,Never-married,Other-service,Female,0,0,24,United-States,<=50K,Private,School,Never-married,Service
44,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,60,United-States,>50K,Self-employed,HS-grad,Married,Service
23,Private,Some-college,10,Never-married,Craft-repair,Male,0,0,37,Mexico,<=50K,Private,Some-college,Never-married,Service
18,Private,10th,6,Never-married,Sales,Female,0,0,35,United-States,<=50K,Private,School,Never-married,Sales
56,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,50,United-States,<=50K,Private,HS-grad,Married,Manager
24,Private,Bachelors,13,Never-married,Adm-clerical,Male,0,0,35,United-States,<=50K,Private,Bachelors,Never-married,Adm-clerical
43,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K,Private,Bachelors,Married,Service
23,Private,Bachelors,13,Never-married,Sales,Female,0,0,60,United-States,<=50K,Private,Bachelors,Never-married,Sales
26,Private,Some-college,10,Never-married,Sales,Male,0,0,42,United-States,<=50K,Private,Some-college,Never-married,Sales
42,Private,HS-grad,9,Widowed,Sales,Male,0,0,40,United-States,<=50K,Private,HS-grad,Widowed,Sales
23,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Adm-clerical
53,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Self-employed,School,Married,Service
51,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,4386,0,55,United-States,>50K,Private,HS-grad,Married,Manager
40,Private,HS-grad,9,Never-married,Other-service,Male,0,0,25,United-States,<=50K,Private,HS-grad,Never-married,Service
27,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,50,United-States,<=50K,Private,Bachelors,Never-married,Professional
24,Local-gov,Some-college,10,Separated,Protective-serv,Male,0,0,60,United-States,<=50K,Gov,Some-college,Separated,Service
42,Private,HS-grad,9,Divorced,Craft-repair,Female,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Service
41,Private,HS-grad,9,Separated,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,HS-grad,Separated,Adm-clerical
23,Private,Some-college,10,Never-married,Handlers-cleaners,Male,0,0,10,United-States,<=50K,Private,Some-college,Never-married,Service
42,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Male,0,0,65,United-States,<=50K,Self-employed,Masters,Married,Professional
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K,Private,HS-grad,Married,Service
63,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Male,0,0,30,United-States,<=50K,Self-employed,School,Married,Farming
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
18,Self-emp-not-inc,11th,7,Never-married,Other-service,Female,0,0,4,United-States,<=50K,Self-employed,School,Never-married,Service
21,Private,Some-college,10,Never-married,Other-service,Male,0,0,30,United-States,<=50K,Private,Some-college,Never-married,Service
24,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Female,0,0,40,Philippines,<=50K,Private,Bachelors,Married,Professional
55,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Service
20,Private,9th,5,Never-married,Adm-clerical,Female,114,0,20,United-States,<=50K,Private,School,Never-married,Adm-clerical
31,Private,Some-college,10,Divorced,Sales,Female,0,0,30,United-States,<=50K,Private,Some-college,Divorced,Sales
23,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,20,United-States,<=50K,Private,Some-college,Never-married,Adm-clerical
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,Mexico,<=50K,Private,HS-grad,Married,Service
51,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Male,0,0,60,United-States,<=50K,Self-employed,Some-college,Married,Sales
19,Private,Some-college,10,Never-married,Protective-serv,Female,0,0,30,United-States,<=50K,Private,Some-college,Never-married,Service
38,Local-gov,HS-grad,9,Divorced,Protective-serv,Male,0,0,56,United-States,<=50K,Gov,HS-grad,Divorced,Service
52,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,2051,40,United-States,<=50K,Gov,HS-grad,Married,Service
70,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,0,0,25,United-States,<=50K,Self-employed,Prof-school,Married,Professional
53,Private,10th,6,Divorced,Craft-repair,Male,0,0,40,United-States,<=50K,Private,School,Divorced,Service
59,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Private,Doctorate,Married,Manager
39,Private,Some-college,10,Married-civ-spouse,Transport-moving,Male,0,0,43,United-States,<=50K,Private,Some-college,Married,Service
18,Private,12th,8,Never-married,Sales,Female,0,0,20,United-States,<=50K,Private,School,Never-married,Sales
24,Private,Some-college,10,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,Some-college,Divorced,Adm-clerical
25,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,38,United-States,<=50K,Private,HS-grad,Never-married,Adm-clerical
32,Private,Some-college,10,Never-married,Exec-managerial,Male,0,0,40,Jamaica,<=50K,Private,Some-college,Never-married,Manager
34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Male,0,1902,60,United-States,>50K,Self-employed,HS-grad,Married,Sales
35,Private,HS-grad,9,Never-married,Sales,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Sales
50,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,7298,0,45,United-States,>50K,Private,HS-grad,Married,Adm-clerical
18,Private,HS-grad,9,Never-married,Sales,Male,0,0,20,United-States,<=50K,Private,HS-grad,Never-married,Sales
37,Private,HS-grad,9,Never-married,Adm-clerical,Male,0,0,42,United-States,<=50K,Private,HS-grad,Never-married,Adm-clerical
30,Private,Some-college,10,Never-married,Other-service,Female,0,0,36,United-States,<=50K,Private,Some-college,Never-married,Service
40,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Female,15024,0,30,Iran,>50K,Self-employed,Masters,Married,Manager
22,Private,HS-grad,9,Never-married,Prof-specialty,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Professional
50,Local-gov,Some-college,10,Separated,Other-service,Female,0,0,28,United-States,<=50K,Gov,Some-college,Separated,Service
70,Private,HS-grad,9,Divorced,Other-service,Female,0,0,23,United-States,<=50K,Private,HS-grad,Divorced,Service
43,Private,Masters,14,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K,Private,Masters,Married,Professional
77,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Self-employed,Some-college,Never-married,Service
