Date,Hour,Rented Bike Count
2018-01-22,21,187
2018-01-22,22,170
2018-01-22,23,139
2018-01-23,0,96
2018-01-23,1,120
2018-01-23,2,75
2018-01-23,3,55
2018-01-23,4,45
2018-01-23,5,44
2018-01-23,6,84
2018-01-23,7,211
2018-01-23,8,423
2018-01-23,9,228
2018-01-23,10,132
2018-01-23,11,184
2018-01-23,12,180
2018-01-23,13,189
2018-01-23,14,169
2018-01-23,15,181
2018-01-23,16,181
2018-01-23,17,239
2018-01-23,18,351
2018-01-23,19,248
2018-01-23,20,178
2018-01-23,21,145
2018-01-23,22,117
2018-01-23,23,106
2018-01-24,0,90
2018-01-24,1,89
2018-01-24,2,50
2018-01-24,3,32
2018-01-24,4,24
2018-01-24,5,34
2018-01-24,6,71
2018-01-24,7,164
2018-01-24,8,364
2018-01-24,9,192
2018-01-24,10,90
2018-01-24,11,124
2018-01-24,12,121
2018-01-24,13,140
2018-01-24,14,125
2018-01-24,15,149
2018-01-24,16,124
2018-01-24,17,203
2018-01-24,18,297
2018-01-24,19,211
2018-01-24,20,125
2018-01-24,21,132
2018-01-24,22,121
2018-01-24,23,82
2018-01-25,0,78
2018-01-25,1,68
2018-01-25,2,60
2018-01-25,3,32
2018-01-25,4,22
2018-01-25,5,34
2018-01-25,6,71
2018-01-25,7,165
2018-01-25,8,349
2018-01-25,9,187
2018-01-25,10,105
2018-01-25,11,122
2018-01-25,12,142
2018-01-25,13,130
2018-01-25,14,160
2018-01-25,15,130
2018-01-25,16,152
2018-01-25,17,170
2018-01-25,18,288
2018-01-25,19,178
2018-01-25,20,141
2018-01-25,21,137
2018-01-25,22,113
2018-01-25,23,79
2018-01-26,0,68
2018-01-26,1,93
2018-01-26,2,54
2018-01-26,3,41
2018-01-26,4,24
2018-01-26,5,36
2018-01-26,6,64
2018-01-26,7,142
2018-01-26,8,322
2018-01-26,9,149
2018-01-26,10,96
2018-01-26,11,93
2018-01-26,12,111
2018-01-26,13,115
2018-01-26,14,116
2018-01-26,15,140
2018-01-26,16,147
2018-01-26,17,196
2018-01-26,18,305
2018-01-26,19,171
2018-01-26,20,121
2018-01-26,21,130
2018-01-26,22,108
2018-01-26,23,89
2018-01-27,0,80
2018-01-27,1,94
2018-01-27,2,75
2018-01-27,3,41
2018-01-27,4,36
2018-01-27,5,25
2018-01-27,6,33
2018-01-27,7,57
2018-01-27,8,84
2018-01-27,9,105
2018-01-27,10,96
2018-01-27,11,125
2018-01-27,12,145
2018-01-27,13,189
2018-01-27,14,193
2018-01-27,15,192
2018-01-27,16,195
2018-01-27,17,207
2018-01-27,18,162
2018-01-27,19,122
2018-01-27,20,117
2018-01-27,21,103
2018-01-27,22,114
2018-01-27,23,103
2018-01-28,0,125
2018-01-28,1,103
2018-01-28,2,72
2018-01-28,3,67
2018-01-28,4,38
2018-01-28,5,21
2018-01-28,6,30
2018-01-28,7,42
2018-01-28,8,72
2018-01-28,9,104
2018-01-28,10,111
2018-01-28,11,145
2018-01-28,12,189
2018-01-28,13,206
2018-01-28,14,225
2018-01-28,15,217
2018-01-28,16,187
2018-01-28,17,178
2018-01-28,18,157
2018-01-28,19,134
2018-01-28,20,113
2018-01-28,21,106
2018-01-28,22,105
2018-01-28,23,81
2018-01-29,0,80
2018-01-29,1,62
2018-01-29,2,49
2018-01-29,3,27
2018-01-29,4,26
2018-01-29,5,50
2018-01-29,6,94
2018-01-29,7,231
2018-01-29,8,450
2018-01-29,9,217
2018-01-29,10,135
2018-01-29,11,166
2018-01-29,12,186
2018-01-29,13,166
2018-01-29,14,168
2018-01-29,15,177
2018-01-29,16,195
2018-01-29,17,239
2018-01-29,18,438
2018-01-29,19,282
2018-01-29,20,197
2018-01-29,21,182
2018-01-29,22,172
2018-01-29,23,99
2018-01-30,0,108
2018-01-30,1,129
2018-01-30,2,84
2018-01-30,3,54
2018-01-30,4,33
2018-01-30,5,47
2018-01-30,6,94
2018-01-30,7,214
2018-01-30,8,491
2018-01-30,9,254
2018-01-30,10,170
2018-01-30,11,220
2018-01-30,12,253
2018-01-30,13,225
2018-01-30,14,238
2018-01-30,15,173
2018-01-30,16,94
2018-01-30,17,53
2018-01-30,18,100
2018-01-30,19,59
2018-01-30,20,72
2018-01-30,21,60
2018-01-30,22,73
2018-01-30,23,62
2018-01-31,0,69
2018-01-31,1,96
2018-01-31,2,60
2018-01-31,3,47
2018-01-31,4,34
2018-01-31,5,34
2018-01-31,6,63
2018-01-31,7,124
2018-01-31,8,273
2018-01-31,9,137
2018-01-31,10,102
2018-01-31,11,144
2018-01-31,12,160
2018-01-31,13,171
2018-01-31,14,156
2018-01-31,15,214
2018-01-31,16,216
2018-01-31,17,279
2018-01-31,18,403
2018-01-31,19,270
2018-01-31,20,229
2018-01-31,21,229
2018-01-31,22,188
2018-01-31,23,132
2018-02-01,0,122
2018-02-01,1,149
2018-02-01,2,103
2018-02-01,3,81
2018-02-01,4,37
2018-02-01,5,51
2018-02-01,6,95
2018-02-01,7,244
2018-02-01,8,459
2018-02-01,9,259
2018-02-01,10,168
2018-02-01,11,194
2018-02-01,12,240
2018-02-01,13,233
2018-02-01,14,256
2018-02-01,15,293
2018-02-01,16,268
2018-02-01,17,341
2018-02-01,18,542
2018-02-01,19,344
2018-02-01,20,263
2018-02-01,21,257
2018-02-01,22,235
2018-02-01,23,143
2018-02-02,0,138
2018-02-02,1,159
2018-02-02,2,102
2018-02-02,3,65
2018-02-02,4,47
2018-02-02,5,48
2018-02-02,6,115
2018-02-02,7,267
2018-02-02,8,558
2018-02-02,9,280
2018-02-02,10,187
2018-02-02,11,234
2018-02-02,12,303
2018-02-02,13,294
2018-02-02,14,293
2018-02-02,15,310
2018-02-02,16,330
2018-02-02,17,382
2018-02-02,18,592
2018-02-02,19,379
2018-02-02,20,241
2018-02-02,21,225
2018-02-02,22,227
2018-02-02,23,178
2018-02-03,0,182
2018-02-03,1,184
2018-02-03,2,123
2018-02-03,3,60
2018-02-03,4,35
2018-02-03,5,31
2018-02-03,6,33
2018-02-03,7,67
2018-02-03,8,116
2018-02-03,9,168
2018-02-03,10,144
2018-02-03,11,195
2018-02-03,12,192
2018-02-03,13,229
2018-02-03,14,196
2018-02-03,15,210
2018-02-03,16,205
2018-02-03,17,211
2018-02-03,18,175
2018-02-03,19,135
2018-02-03,20,109
2018-02-03,21,107
2018-02-03,22,92
2018-02-03,23,91
2018-02-04,0,98
2018-02-04,1,90
2018-02-04,2,60
2018-02-04,3,54
2018-02-04,4,35
2018-02-04,5,21
2018-02-04,6,23
2018-02-04,7,34
2018-02-04,8,70
2018-02-04,9,97
2018-02-04,10,103
2018-02-04,11,115
2018-02-04,12,165
2018-02-04,13,152
2018-02-04,14,177
2018-02-04,15,190
2018-02-04,16,181
2018-02-04,17,184
2018-02-04,18,154
2018-02-04,19,124
2018-02-04,20,98
2018-02-04,21,107
2018-02-04,22,78
2018-02-04,23,77
2018-02-05,0,82
2018-02-05,1,52
2018-02-05,2,39
2018-02-05,3,33
2018-02-05,4,20
2018-02-05,5,37
2018-02-05,6,110
2018-02-05,7,227
2018-02-05,8,433
2018-02-05,9,216
2018-02-05,10,123
2018-02-05,11,156
2018-02-05,12,157
2018-02-05,13,169
2018-02-05,14,170
2018-02-05,15,169
2018-02-05,16,199
2018-02-05,17,225
2018-02-05,18,388
2018-02-05,19,246
2018-02-05,20,206
2018-02-05,21,177
2018-02-05,22,183
2018-02-05,23,115
2018-02-06,0,126
2018-02-06,1,87
2018-02-06,2,59
2018-02-06,3,36
2018-02-06,4,32
2018-02-06,5,40
2018-02-06,6,94
2018-02-06,7,213
2018-02-06,8,438
2018-02-06,9,217
2018-02-06,10,128
2018-02-06,11,175
2018-02-06,12,172
2018-02-06,13,165
2018-02-06,14,147
2018-02-06,15,171
2018-02-06,16,175
2018-02-06,17,227
2018-02-06,18,392
2018-02-06,19,251
2018-02-06,20,193
2018-02-06,21,175
2018-02-06,22,169
2018-02-06,23,106
2018-02-07,0,116
2018-02-07,1,96
2018-02-07,2,83
2018-02-07,3,51
2018-02-07,4,34
2018-02-07,5,45
2018-02-07,6,92
2018-02-07,7,214
2018-02-07,8,469
2018-02-07,9,237
2018-02-07,10,155
2018-02-07,11,176
2018-02-07,12,188
2018-02-07,13,228
2018-02-07,14,199
2018-02-07,15,221
2018-02-07,16,240
2018-02-07,17,320
2018-02-07,18,448
2018-02-07,19,280
2018-02-07,20,218
2018-02-07,21,223
2018-02-07,22,200
2018-02-07,23,164
2018-02-08,0,136
2018-02-08,1,126
2018-02-08,2,103
2018-02-08,3,57
2018-02-08,4,46
2018-02-08,5,39
2018-02-08,6,99
2018-02-08,7,255
2018-02-08,8,507
2018-02-08,9,270
2018-02-08,10,160
2018-02-08,11,217
2018-02-08,12,253
2018-02-08,13,270
2018-02-08,14,253
2018-02-08,15,286
2018-02-08,16,284
2018-02-08,17,337
2018-02-08,18,564
2018-02-08,19,378
2018-02-08,20,277
2018-02-08,21,268
2018-02-08,22,233
2018-02-08,23,195
2018-02-09,0,178
2018-02-09,1,159
2018-02-09,2,107
2018-02-09,3,78
2018-02-09,4,46
2018-02-09,5,36
2018-02-09,6,117
2018-02-09,7,273
2018-02-09,8,589
2018-02-09,9,308
2018-02-09,10,199
2018-02-09,11,238
2018-02-09,12,260
2018-02-09,13,268
2018-02-09,14,283
2018-02-09,15,315
2018-02-09,16,319
2018-02-09,17,422
2018-02-09,18,659
2018-02-09,19,407
2018-02-09,20,308
2018-02-09,21,243
2018-02-09,22,263
2018-02-09,23,193
2018-02-10,0,197
2018-02-10,1,237
2018-02-10,2,169
2018-02-10,3,145
2018-02-10,4,79
2018-02-10,5,41
2018-02-10,6,48
2018-02-10,7,97
2018-02-10,8,188
2018-02-10,9,222
2018-02-10,10,223
2018-02-10,11,235
2018-02-10,12,248
2018-02-10,13,296
2018-02-10,14,286
2018-02-10,15,277
2018-02-10,16,291
2018-02-10,17,277
2018-02-10,18,216
2018-02-10,19,151
2018-02-10,20,132
2018-02-10,21,124
2018-02-10,22,128
2018-02-10,23,118
2018-02-11,0,112
2018-02-11,1,95
2018-02-11,2,93
2018-02-11,3,58
2018-02-11,4,34
2018-02-11,5,19
2018-02-11,6,39
2018-02-11,7,40
2018-02-11,8,81
2018-02-11,9,126
2018-02-11,10,130
2018-02-11,11,155
2018-02-11,12,174
2018-02-11,13,212
2018-02-11,14,191
2018-02-11,15,181
2018-02-11,16,175
2018-02-11,17,198
2018-02-11,18,150
2018-02-11,19,147
2018-02-11,20,127
2018-02-11,21,119
2018-02-11,22,103
2018-02-11,23,91
2018-02-12,0,103
2018-02-12,1,69
2018-02-12,2,45
2018-02-12,3,21
2018-02-12,4,33
2018-02-12,5,30
2018-02-12,6,109
2018-02-12,7,236
2018-02-12,8,517
2018-02-12,9,262
2018-02-12,10,161
2018-02-12,11,190
2018-02-12,12,202
2018-02-12,13,246
2018-02-12,14,182
2018-02-12,15,228
2018-02-12,16,239
2018-02-12,17,288
2018-02-12,18,475
2018-02-12,19,340
2018-02-12,20,244
2018-02-12,21,253
2018-02-12,22,200
2018-02-12,23,140
2018-02-13,0,158
2018-02-13,1,146
2018-02-13,2,106
2018-02-13,3,70
2018-02-13,4,46
2018-02-13,5,51
2018-02-13,6,96
2018-02-13,7,294
2018-02-13,8,568
2018-02-13,9,285
2018-02-13,10,200
2018-02-13,11,252
2018-02-13,12,281
2018-02-13,13,256
2018-02-13,14,300
2018-02-13,15,295
2018-02-13,16,328
2018-02-13,17,410
2018-02-13,18,604
2018-02-13,19,406
2018-02-13,20,323
2018-02-13,21,290
2018-02-13,22,291
2018-02-13,23,211
2018-02-14,0,178
2018-02-14,1,213
2018-02-14,2,129
2018-02-14,3,101
2018-02-14,4,51
2018-02-14,5,56
2018-02-14,6,108
2018-02-14,7,292
2018-02-14,8,606
2018-02-14,9,326
2018-02-14,10,241
2018-02-14,11,288
2018-02-14,12,312
2018-02-14,13,349
2018-02-14,14,398
2018-02-14,15,461
2018-02-14,16,447
2018-02-14,17,484
2018-02-14,18,559
2018-02-14,19,316
2018-02-14,20,262
2018-02-14,21,216
2018-02-14,22,218
2018-02-14,23,160
2018-02-15,0,126
2018-02-15,1,123
2018-02-15,2,112
2018-02-15,3,74
2018-02-15,4,58
2018-02-15,5,32
2018-02-15,6,39
2018-02-15,7,55
2018-02-15,8,112
2018-02-15,9,112
2018-02-15,10,127
2018-02-15,11,170
2018-02-15,12,174
2018-02-15,13,240
2018-02-15,14,270
2018-02-15,15,276
2018-02-15,16,273
2018-02-15,17,236
2018-02-15,18,190
2018-02-15,19,166
2018-02-15,20,148
2018-02-15,21,134
2018-02-15,22,145
2018-02-15,23,92
2018-02-16,0,105
2018-02-16,1,77
2018-02-16,2,47
2018-02-16,3,36
2018-02-16,4,35
2018-02-16,5,28
2018-02-16,6,30
2018-02-16,7,49
2018-02-16,8,68
2018-02-16,9,48
2018-02-16,10,78
2018-02-16,11,93
2018-02-16,12,137
2018-02-16,13,169
2018-02-16,14,196
2018-02-16,15,243
2018-02-16,16,189
2018-02-16,17,210
2018-02-16,18,165
2018-02-16,19,126
2018-02-16,20,150
2018-02-16,21,114
2018-02-16,22,116
2018-02-16,23,84
2018-02-17,0,79
2018-02-17,1,71
2018-02-17,2,56
2018-02-17,3,34
2018-02-17,4,20
2018-02-17,5,14
2018-02-17,6,39
2018-02-17,7,35
2018-02-17,8,80
2018-02-17,9,98
2018-02-17,10,103
2018-02-17,11,155
2018-02-17,12,183
2018-02-17,13,193
2018-02-17,14,258
2018-02-17,15,273
2018-02-17,16,267
2018-02-17,17,250
2018-02-17,18,223
2018-02-17,19,169
2018-02-17,20,145
2018-02-17,21,133
2018-02-17,22,123
2018-02-17,23,117
2018-02-18,0,99
2018-02-18,1,103
2018-02-18,2,86
2018-02-18,3,56
2018-02-18,4,37
2018-02-18,5,22
2018-02-18,6,38
2018-02-18,7,52
2018-02-18,8,92
2018-02-18,9,137
2018-02-18,10,156
2018-02-18,11,183
2018-02-18,12,263
2018-02-18,13,337
2018-02-18,14,372
2018-02-18,15,440
2018-02-18,16,404
2018-02-18,17,354
2018-02-18,18,310
2018-02-18,19,238
2018-02-18,20,213
2018-02-18,21,226
2018-02-18,22,191
2018-02-18,23,153
2018-02-19,0,148
2018-02-19,1,101
2018-02-19,2,59
2018-02-19,3,42
2018-02-19,4,50
2018-02-19,5,59
2018-02-19,6,139
2018-02-19,7,349
2018-02-19,8,646
2018-02-19,9,347
2018-02-19,10,235
2018-02-19,11,314
2018-02-19,12,361
2018-02-19,13,332
2018-02-19,14,373
2018-02-19,15,392
2018-02-19,16,403
2018-02-19,17,522
2018-02-19,18,819
2018-02-19,19,533
2018-02-19,20,417
2018-02-19,21,388
2018-02-19,22,357
2018-02-19,23,218
2018-02-20,0,177
2018-02-20,1,172
2018-02-20,2,115
2018-02-20,3,63
2018-02-20,4,64
2018-02-20,5,79
2018-02-20,6,164
2018-02-20,7,404
2018-02-20,8,727
2018-02-20,9,384
2018-02-20,10,265
2018-02-20,11,322
2018-02-20,12,356
2018-02-20,13,370
2018-02-20,14,335
2018-02-20,15,431
2018-02-20,16,393
2018-02-20,17,514
2018-02-20,18,764
2018-02-20,19,522
2018-02-20,20,358
2018-02-20,21,415
2018-02-20,22,319
2018-02-20,23,242
2018-02-21,0,171
2018-02-21,1,162
2018-02-21,2,105
2018-02-21,3,59
2018-02-21,4,50
2018-02-21,5,63
2018-02-21,6,159
2018-02-21,7,385
2018-02-21,8,718
2018-02-21,9,373
2018-02-21,10,244
2018-02-21,11,276
2018-02-21,12,351
2018-02-21,13,299
2018-02-21,14,365
2018-02-21,15,366
2018-02-21,16,409
2018-02-21,17,469
2018-02-21,18,784
2018-02-21,19,460
2018-02-21,20,356
2018-02-21,21,345
2018-02-21,22,299
2018-02-21,23,223
2018-02-22,0,195
2018-02-22,1,190
2018-02-22,2,116
2018-02-22,3,71
2018-02-22,4,66
2018-02-22,5,75
2018-02-22,6,151
2018-02-22,7,373
2018-02-22,8,783
2018-02-22,9,383
2018-02-22,10,259
2018-02-22,11,308
2018-02-22,12,352
2018-02-22,13,316
2018-02-22,14,331
2018-02-22,15,356
2018-02-22,16,404
2018-02-22,17,465
2018-02-22,18,730
2018-02-22,19,499
2018-02-22,20,348
2018-02-22,21,393
2018-02-22,22,346
2018-02-22,23,202
2018-02-23,0,42
2018-02-23,1,55
2018-02-23,2,62
2018-02-23,3,32
2018-02-23,4,36
2018-02-23,5,39
2018-02-23,6,63
2018-02-23,7,174
2018-02-23,8,391
2018-02-23,9,214
2018-02-23,10,184
2018-02-23,11,230
2018-02-23,12,283
2018-02-23,13,304
2018-02-23,14,312
2018-02-23,15,312
2018-02-23,16,354
2018-02-23,17,470
2018-02-23,18,669
2018-02-23,19,421
2018-02-23,20,295
2018-02-23,21,321
2018-02-23,22,291
2018-02-23,23,243
2018-02-24,0,226
2018-02-24,1,263
2018-02-24,2,197
2018-02-24,3,133
2018-02-24,4,63
2018-02-24,5,58
2018-02-24,6,72
2018-02-24,7,108
2018-02-24,8,203
2018-02-24,9,253
2018-02-24,10,259
2018-02-24,11,298
2018-02-24,12,363
2018-02-24,13,412
2018-02-24,14,454
2018-02-24,15,467
2018-02-24,16,509
2018-02-24,17,462
2018-02-24,18,379
2018-02-24,19,306
2018-02-24,20,233
2018-02-24,21,232
2018-02-24,22,219
2018-02-24,23,187
2018-02-25,0,182
2018-02-25,1,189
2018-02-25,2,124
2018-02-25,3,103
2018-02-25,4,52
2018-02-25,5,37
2018-02-25,6,54
2018-02-25,7,77
2018-02-25,8,158
2018-02-25,9,173
2018-02-25,10,195
2018-02-25,11,244
2018-02-25,12,396
2018-02-25,13,482
2018-02-25,14,572
2018-02-25,15,612
2018-02-25,16,688
2018-02-25,17,589
2018-02-25,18,402
2018-02-25,19,297
2018-02-25,20,232
2018-02-25,21,239
2018-02-25,22,230
2018-02-25,23,173
2018-02-26,0,135
2018-02-26,1,122
2018-02-26,2,80
2018-02-26,3,46
2018-02-26,4,46
2018-02-26,5,65
2018-02-26,6,161
2018-02-26,7,402
2018-02-26,8,786
2018-02-26,9,416
2018-02-26,10,289
2018-02-26,11,356
2018-02-26,12,428
2018-02-26,13,444
2018-02-26,14,455
2018-02-26,15,521
2018-02-26,16,555
2018-02-26,17,646
2018-02-26,18,929
2018-02-26,19,619
2018-02-26,20,483
2018-02-26,21,512
2018-02-26,22,443
2018-02-26,23,308
2018-02-27,0,236
2018-02-27,1,213
2018-02-27,2,145
2018-02-27,3,102
2018-02-27,4,62
2018-02-27,5,72
2018-02-27,6,183
2018-02-27,7,443
2018-02-27,8,767
2018-02-27,9,455
2018-02-27,10,261
2018-02-27,11,342
2018-02-27,12,353
2018-02-27,13,335
2018-02-27,14,357
2018-02-27,15,402
2018-02-27,16,411
2018-02-27,17,529
2018-02-27,18,897
2018-02-27,19,616
2018-02-27,20,461
2018-02-27,21,449
2018-02-27,22,461
2018-02-27,23,310
2018-02-28,0,266
2018-02-28,1,229
2018-02-28,2,174
2018-02-28,3,116
2018-02-28,4,72
2018-02-28,5,62
2018-02-28,6,165
2018-02-28,7,426
2018-02-28,8,816
2018-02-28,9,419
2018-02-28,10,285
2018-02-28,11,332
2018-02-28,12,305
2018-02-28,13,28
2018-02-28,14,17
2018-02-28,15,7
2018-02-28,16,9
2018-02-28,17,8
2018-02-28,18,11
2018-02-28,19,19
2018-02-28,20,8
2018-02-28,21,10
2018-02-28,22,13
2018-02-28,23,23
2018-03-01,0,71
2018-03-01,1,147
2018-03-01,2,180
2018-03-01,3,92
2018-03-01,4,28
2018-03-01,5,11
2018-03-01,6,33
2018-03-01,7,61
2018-03-01,8,148
2018-03-01,9,160
2018-03-01,10,191
2018-03-01,11,239
2018-03-01,12,311
2018-03-01,13,358
2018-03-01,14,375
2018-03-01,15,458
2018-03-01,16,460
2018-03-01,17,423
2018-03-01,18,317
2018-03-01,19,231
2018-03-01,20,246
2018-03-01,21,212
2018-03-01,22,190
2018-03-01,23,190
2018-03-02,0,156
2018-03-02,1,108
2018-03-02,2,71
2018-03-02,3,49
2018-03-02,4,47
2018-03-02,5,65
2018-03-02,6,135
2018-03-02,7,401
2018-03-02,8,617
2018-03-02,9,343
2018-03-02,10,274
2018-03-02,11,343
2018-03-02,12,388
2018-03-02,13,375
2018-03-02,14,450
2018-03-02,15,463
2018-03-02,16,574
2018-03-02,17,631
2018-03-02,18,854
2018-03-02,19,568
2018-03-02,20,427
2018-03-02,21,396
2018-03-02,22,414
2018-03-02,23,284
2018-03-03,0,218
2018-03-03,1,229
2018-03-03,2,176
2018-03-03,3,149
2018-03-03,4,93
2018-03-03,5,55
2018-03-03,6,71
2018-03-03,7,159
2018-03-03,8,306
2018-03-03,9,329
2018-03-03,10,354
2018-03-03,11,431
2018-03-03,12,605
2018-03-03,13,771
2018-03-03,14,1025
2018-03-03,15,1238
2018-03-03,16,1285
2018-03-03,17,1197
2018-03-03,18,920
2018-03-03,19,630
2018-03-03,20,631
2018-03-03,21,588
2018-03-03,22,516
2018-03-03,23,215
2018-03-04,0,161
2018-03-04,1,118
2018-03-04,2,95
2018-03-04,3,90
2018-03-04,4,34
2018-03-04,5,15
2018-03-04,6,20
2018-03-04,7,23
2018-03-04,8,70
2018-03-04,9,157
2018-03-04,10,239
2018-03-04,11,273
2018-03-04,12,358
2018-03-04,13,429
2018-03-04,14,475
2018-03-04,15,468
2018-03-04,16,396
2018-03-04,17,492
2018-03-04,18,436
2018-03-04,19,289
2018-03-04,20,26
2018-03-04,21,7
2018-03-04,22,8
2018-03-04,23,9
2018-03-05,0,22
2018-03-05,1,23
2018-03-05,2,9
2018-03-05,3,2
2018-03-05,4,4
2018-03-05,5,22
2018-03-05,6,20
2018-03-05,7,85
2018-03-05,8,184
2018-03-05,9,211
2018-03-05,10,232
2018-03-05,11,322
2018-03-05,12,438
2018-03-05,13,465
2018-03-05,14,550
2018-03-05,15,637
2018-03-05,16,718
2018-03-05,17,865
2018-03-05,18,1155
2018-03-05,19,782
2018-03-05,20,578
2018-03-05,21,533
2018-03-05,22,466
2018-03-05,23,274
2018-03-06,0,224
2018-03-06,1,188
2018-03-06,2,122
2018-03-06,3,82
2018-03-06,4,79
2018-03-06,5,80
2018-03-06,6,214
2018-03-06,7,583
2018-03-06,8,997
2018-03-06,9,556
2018-03-06,10,380
2018-03-06,11,475
2018-03-06,12,504
2018-03-06,13,528
2018-03-06,14,567
2018-03-06,15,616
2018-03-06,16,680
2018-03-06,17,883
2018-03-06,18,1246
2018-03-06,19,833
2018-03-06,20,666
2018-03-06,21,625
2018-03-06,22,514
2018-03-06,23,361
2018-03-07,0,289
2018-03-07,1,194
2018-03-07,2,134
2018-03-07,3,92
2018-03-07,4,49
2018-03-07,5,97
2018-03-07,6,232
2018-03-07,7,598
2018-03-07,8,1032
2018-03-07,9,566
2018-03-07,10,410
2018-03-07,11,441
2018-03-07,12,550
2018-03-07,13,509
2018-03-07,14,505
2018-03-07,15,620
2018-03-07,16,646
2018-03-07,17,849
2018-03-07,18,1365
2018-03-07,19,799
2018-03-07,20,587
2018-03-07,21,411
2018-03-07,22,147
2018-03-07,23,48
2018-03-08,0,49
2018-03-08,1,23
2018-03-08,2,19
2018-03-08,3,12
2018-03-08,4,8
2018-03-08,5,17
2018-03-08,6,32
2018-03-08,7,64
2018-03-08,8,88
2018-03-08,9,100
2018-03-08,10,165
2018-03-08,11,290
2018-03-08,12,375
2018-03-08,13,405
2018-03-08,14,452
2018-03-08,15,555
2018-03-08,16,594
2018-03-08,17,757
2018-03-08,18,1091
2018-03-08,19,683
2018-03-08,20,586
2018-03-08,21,533
2018-03-08,22,498
2018-03-08,23,315
2018-03-09,0,272
2018-03-09,1,228
2018-03-09,2,155
2018-03-09,3,105
2018-03-09,4,66
2018-03-09,5,88
2018-03-09,6,195
2018-03-09,7,574
2018-03-09,8,1041
2018-03-09,9,570
2018-03-09,10,361
2018-03-09,11,444
2018-03-09,12,510
2018-03-09,13,509
2018-03-09,14,542
2018-03-09,15,611
2018-03-09,16,686
2018-03-09,17,834
2018-03-09,18,1231
2018-03-09,19,718
2018-03-09,20,535
2018-03-09,21,537
2018-03-09,22,521
2018-03-09,23,309
2018-03-10,0,328
2018-03-10,1,305
2018-03-10,2,241
2018-03-10,3,139
2018-03-10,4,91
2018-03-10,5,79
2018-03-10,6,74
2018-03-10,7,208
2018-03-10,8,340
2018-03-10,9,381
2018-03-10,10,416
2018-03-10,11,497
2018-03-10,12,650
2018-03-10,13,757
2018-03-10,14,906
2018-03-10,15,931
2018-03-10,16,972
2018-03-10,17,829
2018-03-10,18,664
2018-03-10,19,573
2018-03-10,20,447
2018-03-10,21,470
2018-03-10,22,421
2018-03-10,23,345
2018-03-11,0,376
2018-03-11,1,222
2018-03-11,2,171
2018-03-11,3,115
2018-03-11,4,80
2018-03-11,5,45
2018-03-11,6,63
2018-03-11,7,119
2018-03-11,8,212
2018-03-11,9,289
2018-03-11,10,394
2018-03-11,11,425
2018-03-11,12,666
2018-03-11,13,843
2018-03-11,14,1154
2018-03-11,15,1294
2018-03-11,16,1205
2018-03-11,17,1028
2018-03-11,18,776
2018-03-11,19,596
2018-03-11,20,530
2018-03-11,21,533
2018-03-11,22,419
2018-03-11,23,288
2018-03-12,0,222
2018-03-12,1,163
2018-03-12,2,95
2018-03-12,3,60
2018-03-12,4,47
2018-03-12,5,106
2018-03-12,6,261
2018-03-12,7,662
2018-03-12,8,1066
2018-03-12,9,604
2018-03-12,10,406
2018-03-12,11,463
2018-03-12,12,581
2018-03-12,13,588
2018-03-12,14,603
2018-03-12,15,694
2018-03-12,16,752
2018-03-12,17,931
2018-03-12,18,1425
2018-03-12,19,946
2018-03-12,20,801
2018-03-12,21,771
2018-03-12,22,695
2018-03-12,23,397
2018-03-13,0,309
2018-03-13,1,231
2018-03-13,2,161
2018-03-13,3,103
2018-03-13,4,88
2018-03-13,5,97
2018-03-13,6,252
2018-03-13,7,668
2018-03-13,8,1215
2018-03-13,9,616
2018-03-13,10,428
2018-03-13,11,571
2018-03-13,12,626
2018-03-13,13,678
2018-03-13,14,705
2018-03-13,15,815
2018-03-13,16,890
2018-03-13,17,1085
2018-03-13,18,1749
2018-03-13,19,1224
2018-03-13,20,986
2018-03-13,21,982
2018-03-13,22,912
2018-03-13,23,572
2018-03-14,0,412
2018-03-14,1,309
2018-03-14,2,226
2018-03-14,3,142
2018-03-14,4,82
2018-03-14,5,123
2018-03-14,6,290
2018-03-14,7,786
2018-03-14,8,1371
2018-03-14,9,761
2018-03-14,10,552
2018-03-14,11,643
2018-03-14,12,813
2018-03-14,13,789
2018-03-14,14,878
2018-03-14,15,1025
2018-03-14,16,1049
2018-03-14,17,1325
2018-03-14,18,2100
2018-03-14,19,1478
2018-03-14,20,1275
2018-03-14,21,1181
2018-03-14,22,983
2018-03-14,23,587
2018-03-15,0,466
2018-03-15,1,355
2018-03-15,2,203
2018-03-15,3,51
2018-03-15,4,9
2018-03-15,5,8
2018-03-15,6,10
2018-03-15,7,15
2018-03-15,8,39
2018-03-15,9,32
2018-03-15,10,27
2018-03-15,11,65
2018-03-15,12,204
2018-03-15,13,269
2018-03-15,14,289
2018-03-15,15,329
2018-03-15,16,214
2018-03-15,17,411
2018-03-15,18,676
2018-03-15,19,606
2018-03-15,20,533
2018-03-15,21,567
2018-03-15,22,506
2018-03-15,23,343
2018-03-16,0,287
2018-03-16,1,278
2018-03-16,2,178
2018-03-16,3,102
2018-03-16,4,85
2018-03-16,5,85
2018-03-16,6,222
2018-03-16,7,652
2018-03-16,8,1176
2018-03-16,9,683
2018-03-16,10,507
2018-03-16,11,557
2018-03-16,12,705
2018-03-16,13,715
2018-03-16,14,772
2018-03-16,15,923
2018-03-16,16,976
